dataset_name,path_type,acceleration_type,path_direction,path_number,sample_rate,ph,prediction_model,average_error,average_error_normal
VL_C_F_TD_1,VL_C,F,TD,1,full,4,CV,20.442786532380378,1.158011409620015
VL_C_F_TD_1,VL_C,F,TD,1,10hz,4,CV,41.51177374652641,0.8594793071390756
VL_C_F_TD_4,VL_C,F,TD,4,full,4,CV,20.02246437030347,1.3565847344940025
VL_C_F_TD_4,VL_C,F,TD,4,10hz,4,CV,63.388163799961134,1.758874054676236
VL_C_A_TD_2,VL_C,A,TD,2,full,4,CV,28.178662263790343,0.9948389859130553
VL_C_A_TD_2,VL_C,A,TD,2,10hz,4,CV,37.59783285644087,0.6099381969003684
VL_C_A_BU_2,VL_C,A,BU,2,full,4,CV,24.297249623046277,0.6833009852325537
VL_C_A_BU_2,VL_C,A,BU,2,10hz,4,CV,32.221373954856986,0.37467760289157204
VL_C_F_BU_4,VL_C,F,BU,4,full,4,CV,23.227233092495414,0.9690185841441046
VL_C_F_BU_4,VL_C,F,BU,4,10hz,4,CV,58.08161602439471,0.8893609789420024
VL_C_F_BU_3,VL_C,F,BU,3,full,4,CV,17.293232640028386,0.9826010636309023
VL_C_F_BU_3,VL_C,F,BU,3,10hz,4,CV,45.38365886727275,0.9761643262178166
VL_C_F_BU_2,VL_C,F,BU,2,full,4,CV,17.553829848855525,0.9111159970367995
VL_C_F_BU_2,VL_C,F,BU,2,10hz,4,CV,42.30752890977915,1.0399844233067284
HL_C_F_RL_4,HL_C,F,RL,4,full,4,CV,27.347142288903477,0.9932434960459007
HL_C_F_RL_4,HL_C,F,RL,4,10hz,4,CV,31.404776680015352,0.6954668671038015
HL_C_A_RL_2,HL_C,A,RL,2,full,4,CV,18.72226241986176,0.6183971870899466
HL_C_A_RL_2,HL_C,A,RL,2,10hz,4,CV,36.636085489979614,0.5083666303276922
HL_C_F_RL_3,HL_C,F,RL,3,full,4,CV,19.137261980023496,0.7181241588530113
HL_C_F_RL_3,HL_C,F,RL,3,10hz,4,CV,31.194117972205465,0.5241625009669885
HL_C_F_RL_1,HL_C,F,RL,1,full,4,CV,17.686462017153687,0.8544065413825369
HL_C_F_RL_1,HL_C,F,RL,1,10hz,4,CV,32.65559882785559,0.6365725680911357
HL_C_A_LR_1,HL_C,A,LR,1,full,4,CV,18.271085832812446,0.7275928875459808
HL_C_A_LR_1,HL_C,A,LR,1,10hz,4,CV,40.761192098753,0.6449554481022884
HL_C_A_RL_3,HL_C,A,RL,3,full,4,CV,17.652576107368695,0.7175002657877737
HL_C_A_RL_3,HL_C,A,RL,3,10hz,4,CV,35.896591817882744,0.6084215129610432
HL_C_F_LR_1,HL_C,F,LR,1,full,4,CV,16.055605254968054,0.869806027146643
HL_C_F_LR_1,HL_C,F,LR,1,10hz,4,CV,33.696818985572094,0.7085274869965278
HL_C_F_LR_3,HL_C,F,LR,3,full,4,CV,17.564863131349092,0.7578248918473682
HL_C_F_LR_3,HL_C,F,LR,3,10hz,4,CV,29.08386099745343,0.4723611172393494
HL_C_F_LR_4,HL_C,F,LR,4,full,4,CV,16.03700788028952,0.8425867536956778
HL_C_F_LR_4,HL_C,F,LR,4,10hz,4,CV,28.1705274912077,0.6263175794524327
HL_C_A_LR_3,HL_C,A,LR,3,full,4,CV,17.85887630650106,0.8777786761663081
HL_C_A_LR_3,HL_C,A,LR,3,10hz,4,CV,31.57511558234525,0.594624784157776
HL_C_A_LR_2,HL_C,A,LR,2,full,4,CV,19.112138349826292,0.6956072893857007
HL_C_A_LR_2,HL_C,A,LR,2,10hz,4,CV,35.07675731690959,0.5666249009270302
HL_C_F_RL_6,HL_C,F,RL,6,full,4,CV,26.27573464896272,1.0667452855955395
HL_C_F_RL_6,HL_C,F,RL,6,10hz,4,CV,34.53336363606584,0.681401197245945
HL_C_A_RL_1,HL_C,A,RL,1,full,4,CV,15.175750748287976,0.6271140161218577
HL_C_A_RL_1,HL_C,A,RL,1,10hz,4,CV,26.870564854368293,0.5102089980398546
HL_C_F_RL_5,HL_C,F,RL,5,full,4,CV,30.327773294261693,0.9302101299795907
HL_C_F_RL_5,HL_C,F,RL,5,10hz,4,CV,41.95475043086668,0.6377794902159322
HL_C_F_LR_2,HL_C,F,LR,2,full,4,CV,16.739280092885547,0.8796288831123669
HL_C_F_LR_2,HL_C,F,LR,2,10hz,4,CV,28.497318602981114,0.6044595892219001
HL_C_F_LR_6,HL_C,F,LR,6,full,4,CV,14.90405078672107,0.885949158848437
HL_C_F_LR_6,HL_C,F,LR,6,10hz,4,CV,29.603517522661157,0.7429508375548326
HL_C_F_RL_2,HL_C,F,RL,2,full,4,CV,19.444617060199867,0.800572157941739
HL_C_F_RL_2,HL_C,F,RL,2,10hz,4,CV,39.043300972920704,0.6990001411372733
HL_C_F_LR_5,HL_C,F,LR,5,full,4,CV,20.16418041885221,0.8852935834969247
HL_C_F_LR_5,HL_C,F,LR,5,10hz,4,CV,32.86322335513798,0.5659681261886517
DL_C_F_TLBR_5,DL_C,F,TLBR,5,full,4,CV,26.759187394505084,1.0035208772679207
DL_C_F_TLBR_5,DL_C,F,TLBR,5,10hz,4,CV,30.77836513405959,0.5312332403417143
DL_C_F_BRTL_5,DL_C,F,BRTL,5,full,4,CV,21.772245185270048,0.8363015982723015
DL_C_F_BRTL_5,DL_C,F,BRTL,5,10hz,4,CV,31.829067693383,0.5441518271383798
DL_C_A_BRTL_2,DL_C,A,BRTL,2,full,4,CV,18.7202464190293,0.7015743230344549
DL_C_A_BRTL_2,DL_C,A,BRTL,2,10hz,4,CV,42.284750934948356,0.6250423034838047
DL_C_F_BRTL_1,DL_C,F,BRTL,1,full,4,CV,25.77560445442858,0.9454370909957441
DL_C_F_BRTL_1,DL_C,F,BRTL,1,10hz,4,CV,50.21083652526548,0.8333829299127443
DL_C_F_TLBR_6,DL_C,F,TLBR,6,full,4,CV,22.310225680530223,1.0304715998286573
DL_C_F_TLBR_6,DL_C,F,TLBR,6,10hz,4,CV,29.543354359242258,0.6136848685229801
DL_C_F_BRTL_2,DL_C,F,BRTL,2,full,4,CV,46.339244845948485,1.1330567435238807
DL_C_F_BRTL_2,DL_C,F,BRTL,2,10hz,4,CV,49.42129941951385,0.7807014474132812
DL_C_A_TLBR_3,DL_C,A,TLBR,3,full,4,CV,23.368723366263517,0.8957871339042189
DL_C_A_TLBR_3,DL_C,A,TLBR,3,10hz,4,CV,39.69557266676564,0.7334986577712588
DL_C_A_TLBR_1,DL_C,A,TLBR,1,full,4,CV,22.877333185006837,0.9258185890707438
DL_C_A_TLBR_1,DL_C,A,TLBR,1,10hz,4,CV,50.41506023469518,0.8434915329247513
DL_C_F_TLBR_2,DL_C,F,TLBR,2,full,4,CV,34.106256988628445,1.104733394603865
DL_C_F_TLBR_2,DL_C,F,TLBR,2,10hz,4,CV,63.95380062509715,1.014131152046831
DL_C_F_TLBR_4,DL_C,F,TLBR,4,full,4,CV,15.954482663627454,0.9432214144331859
DL_C_F_TLBR_4,DL_C,F,TLBR,4,10hz,4,CV,31.83903252738983,0.7997738546221318
DL_C_A_TLBR_2,DL_C,A,TLBR,2,full,4,CV,21.709552052573613,0.79021073689186
DL_C_A_TLBR_2,DL_C,A,TLBR,2,10hz,4,CV,42.38505823883013,0.5373628860061629
DL_C_A_BRTL_1,DL_C,A,BRTL,1,full,4,CV,26.08857148645766,0.6445907103947519
DL_C_A_BRTL_1,DL_C,A,BRTL,1,10hz,4,CV,48.99289401132756,0.5027631406246279
DL_C_A_BRTL_3,DL_C,A,BRTL,3,full,4,CV,21.724725758813303,0.7858762561558695
DL_C_A_BRTL_3,DL_C,A,BRTL,3,10hz,4,CV,41.185998800884704,0.6099170580280646
DL_C_F_BRTL_6,DL_C,F,BRTL,6,full,4,CV,15.706179730169884,0.8788554395880901
DL_C_F_BRTL_6,DL_C,F,BRTL,6,10hz,4,CV,27.009941615897805,0.6528184081390063
DL_C_F_BRTL_4,DL_C,F,BRTL,4,full,4,CV,23.726738036915947,0.8791590989988854
DL_C_F_BRTL_4,DL_C,F,BRTL,4,10hz,4,CV,30.104797055017674,0.5062215609026701
DL_C_F_BRTL_3,DL_C,F,BRTL,3,full,4,CV,18.18880263289704,0.7298282654239496
DL_C_F_BRTL_3,DL_C,F,BRTL,3,10hz,4,CV,29.123923886295884,0.45371461021511966
DL_C_F_TLBR_1,DL_C,F,TLBR,1,full,4,CV,21.200569454516824,0.9359178202890576
DL_C_F_TLBR_1,DL_C,F,TLBR,1,10hz,4,CV,40.97592414072869,0.7899600414739948
DL_C_F_TLBR_3,DL_C,F,TLBR,3,full,4,CV,20.93411985331792,0.915014000307416
DL_C_F_TLBR_3,DL_C,F,TLBR,3,10hz,4,CV,40.743587294396164,0.7332231470144545
CP_C_F_CW_1,CP_C,F,CW,1,full,4,CV,19.970949985736837,1.0028722830485046
CP_C_F_CW_1,CP_C,F,CW,1,10hz,4,CV,42.82645793756681,1.0121028512244692
CP_C_F_CCW_1,CP_C,F,CCW,1,full,4,CV,17.453535130308747,1.0671380244056998
CP_C_F_CCW_1,CP_C,F,CCW,1,10hz,4,CV,41.21558486435209,1.0371631837622302
CP_C_A_CCW_3,CP_C,A,CCW,3,full,4,CV,17.606311081675294,0.8781377557949511
CP_C_A_CCW_3,CP_C,A,CCW,3,10hz,4,CV,41.25966988769309,0.7707552688571376
CP_C_A_CCW_1,CP_C,A,CCW,1,full,4,CV,20.53911218616652,0.9602546480269375
CP_C_A_CCW_1,CP_C,A,CCW,1,10hz,4,CV,38.61112250572762,0.8680162680025114
CP_C_F_CW_4,CP_C,F,CW,4,full,4,CV,19.7526286649353,0.9533184635766865
CP_C_F_CW_4,CP_C,F,CW,4,10hz,4,CV,51.75045493730463,1.0430525317833672
CP_C_F_CW_3,CP_C,F,CW,3,full,4,CV,18.202785001864097,0.9495557188326096
CP_C_F_CW_3,CP_C,F,CW,3,10hz,4,CV,37.995881951157784,0.881116745319555
CP_C_F_CW_2,CP_C,F,CW,2,full,4,CV,20.217050979225,0.9953147760683068
CP_C_F_CW_2,CP_C,F,CW,2,10hz,4,CV,42.642251757653064,0.9111255801043566
CP_C_A_CW_2,CP_C,A,CW,2,full,4,CV,20.498437679628697,0.928803123935979
CP_C_A_CW_2,CP_C,A,CW,2,10hz,4,CV,41.98389713739488,0.767639310545655
CP_C_A_CW_3,CP_C,A,CW,3,full,4,CV,18.768512475796186,0.912668601363343
CP_C_A_CW_3,CP_C,A,CW,3,10hz,4,CV,37.89678014295008,0.7285134154564324
CP_C_A_CCW_2,CP_C,A,CCW,2,full,4,CV,21.801633820883854,0.9540449253751955
CP_C_A_CCW_2,CP_C,A,CCW,2,10hz,4,CV,46.22387676293465,0.8324002572899857
CP_C_F_CCW_2,CP_C,F,CCW,2,full,4,CV,15.92719545038945,0.9726916673384952
CP_C_F_CCW_2,CP_C,F,CCW,2,10hz,4,CV,38.00746271594245,1.0281466870077758
CP_C_F_CCW_3,CP_C,F,CCW,3,full,4,CV,17.380124183021742,0.8994431265901186
CP_C_F_CCW_3,CP_C,F,CCW,3,10hz,4,CV,42.873247705069836,0.9165707495391938
CP_C_A_CW_1,CP_C,A,CW,1,full,4,CV,19.337145001167958,0.9393732245808994
CP_C_A_CW_1,CP_C,A,CW,1,10hz,4,CV,40.942317531622784,0.812877646265298
SP_C_A_CCW_4,SP_C,A,CCW,4,full,4,CV,17.02057083570763,1.0150278652583828
SP_C_A_CCW_4,SP_C,A,CCW,4,10hz,4,CV,36.83619096103813,1.0173000822221772
SP_C_A_CW_4,SP_C,A,CW,4,full,4,CV,15.039366486586998,1.0353393179416577
SP_C_A_CW_4,SP_C,A,CW,4,10hz,4,CV,29.550185596203377,0.9997180908591952
SP_C_A_CCW_1,SP_C,A,CCW,1,full,4,CV,14.925454125053479,1.0044887911297715
SP_C_A_CCW_1,SP_C,A,CCW,1,10hz,4,CV,30.531462850528627,0.9275025595574148
SP_C_F_CW_2,SP_C,F,CW,2,full,4,CV,15.053618466657577,1.0671037789922906
SP_C_F_CW_2,SP_C,F,CW,2,10hz,4,CV,33.762788558381416,1.12069721890887
SP_C_F_CCW_2,SP_C,F,CCW,2,full,4,CV,24.607682625099756,1.0366496505642857
SP_C_F_CCW_2,SP_C,F,CCW,2,10hz,4,CV,44.20895430131078,0.9544280397054863
SP_C_A_CW_2,SP_C,A,CW,2,full,4,CV,17.904021434684484,1.0315704842992226
SP_C_A_CW_2,SP_C,A,CW,2,10hz,4,CV,31.558904522628218,0.9275791260335852
SP_C_F_CW_3,SP_C,F,CW,3,full,4,CV,19.13813737241153,1.0990894795673045
SP_C_F_CW_3,SP_C,F,CW,3,10hz,4,CV,40.096178238834725,0.9705738094402693
SP_C_A_CW_1,SP_C,A,CW,1,full,4,CV,14.040233391273288,0.9827693866964469
SP_C_A_CW_1,SP_C,A,CW,1,10hz,4,CV,30.530119330917312,1.0026410836461404
SP_C_A_CCW_2,SP_C,A,CCW,2,full,4,CV,25.86430403071763,1.051145295966177
SP_C_A_CCW_2,SP_C,A,CCW,2,10hz,4,CV,37.982054124267634,0.8679719030588028
SP_C_A_CCW_3,SP_C,A,CCW,3,full,4,CV,15.857607231721548,0.9519465645747908
SP_C_A_CCW_3,SP_C,A,CCW,3,10hz,4,CV,29.50881745187014,0.788326361362319
SP_C_F_CCW_3,SP_C,F,CCW,3,full,4,CV,15.976350043478,0.9951653878002006
SP_C_F_CCW_3,SP_C,F,CCW,3,10hz,4,CV,28.224272912611628,0.8512999652272702
SP_C_A_CW_3,SP_C,A,CW,3,full,4,CV,14.040233391273288,0.9827693866964469
SP_C_A_CW_3,SP_C,A,CW,3,10hz,4,CV,30.530119330917312,1.0026410836461404
SP_C_F_CCW_4,SP_C,F,CCW,4,full,4,CV,16.833577394047644,0.9794868624984497
SP_C_F_CCW_4,SP_C,F,CCW,4,10hz,4,CV,30.67455144997381,0.8218395204751499
SP_C_F_CW_4,SP_C,F,CW,4,full,4,CV,16.67500585784514,1.041277726046828
SP_C_F_CW_4,SP_C,F,CW,4,10hz,4,CV,32.12181833741544,0.8981523416996174
SP_C_F_CW_1,SP_C,F,CW,1,full,4,CV,13.512837377572096,1.0094028859398518
SP_C_F_CW_1,SP_C,F,CW,1,10hz,4,CV,26.368022099198395,0.8877548372049239
SP_C_F_CCW_1,SP_C,F,CCW,1,full,4,CV,16.491543191489555,1.0392710236079519
SP_C_F_CCW_1,SP_C,F,CCW,1,10hz,4,CV,31.672033790861633,0.9971926439922543
IL_C_A_RCW_3,IL_C,A,RCW,3,full,4,CV,14.193787410232359,1.0592460129313521
IL_C_A_RCW_3,IL_C,A,RCW,3,10hz,4,CV,30.405688621244842,1.0626345180647336
IL_C_A_RCCW_4,IL_C,A,RCCW,4,full,4,CV,15.912694404469029,0.9281268607858427
IL_C_A_RCCW_4,IL_C,A,RCCW,4,10hz,4,CV,33.16637616738503,0.8164396325123906
IL_C_F_RCCW_4,IL_C,F,RCCW,4,full,4,CV,17.426296129798644,1.0289644468556849
IL_C_F_RCCW_4,IL_C,F,RCCW,4,10hz,4,CV,36.40670276934128,0.9773515953037495
IL_C_F_RCCW_3,IL_C,F,RCCW,3,full,4,CV,15.794466526310103,1.0232800637373678
IL_C_F_RCCW_3,IL_C,F,RCCW,3,10hz,4,CV,32.52031164944916,0.9497734437570678
IL_C_F_RCCW_1,IL_C,F,RCCW,1,full,4,CV,15.166929179477176,1.071781067527581
IL_C_F_RCCW_1,IL_C,F,RCCW,1,10hz,4,CV,32.273112817047924,0.9828446575702475
IL_C_A_RCW_2,IL_C,A,RCW,2,full,4,CV,18.791512887030496,1.0268273560760655
IL_C_A_RCW_2,IL_C,A,RCW,2,10hz,4,CV,38.35348650553499,0.8762068826789746
IL_C_F_RCW_4,IL_C,F,RCW,4,full,4,CV,21.01926704246603,1.0169127641608149
IL_C_F_RCW_4,IL_C,F,RCW,4,10hz,4,CV,45.96958262483396,0.9427874384222336
IL_C_F_RCW_6,IL_C,F,RCW,6,full,4,CV,19.564206288210347,1.1296673349890487
IL_C_F_RCW_6,IL_C,F,RCW,6,10hz,4,CV,38.55033919231096,0.9546879892550593
IL_C_F_RCW_2,IL_C,F,RCW,2,full,4,CV,16.974938773544135,1.1165584103068624
IL_C_F_RCW_2,IL_C,F,RCW,2,10hz,4,CV,37.019472347025776,0.9852048951747131
IL_C_F_RCW_1,IL_C,F,RCW,1,full,4,CV,17.287738840389544,1.1251926512502748
IL_C_F_RCW_1,IL_C,F,RCW,1,10hz,4,CV,37.21664697625972,1.082009141593895
IL_C_A_RCCW_2,IL_C,A,RCCW,2,full,4,CV,18.480383191006784,0.936512795860218
IL_C_A_RCCW_2,IL_C,A,RCCW,2,10hz,4,CV,42.26445397760538,0.9966377412569326
IL_C_A_RCCW_3,IL_C,A,RCCW,3,full,4,CV,18.57942039091369,0.9788055573587919
IL_C_A_RCCW_3,IL_C,A,RCCW,3,10hz,4,CV,36.69124408212899,0.9411971731376643
IL_C_A_RCCW_1,IL_C,A,RCCW,1,full,4,CV,16.351829971391915,1.026911234194298
IL_C_A_RCCW_1,IL_C,A,RCCW,1,10hz,4,CV,38.85909998079338,1.0645914481061598
IL_C_F_RCW_7,IL_C,F,RCW,7,full,4,CV,16.867230574680093,0.9835305495680324
IL_C_F_RCW_7,IL_C,F,RCW,7,10hz,4,CV,31.875259600620446,0.803658623792215
IL_C_F_RCW_3,IL_C,F,RCW,3,full,4,CV,15.938822518877346,0.9159531099466887
IL_C_F_RCW_3,IL_C,F,RCW,3,10hz,4,CV,33.46927163418911,0.8501206223800595
IL_C_A_RCW_1,IL_C,A,RCW,1,full,4,CV,23.546708900234993,1.0296626429803106
IL_C_A_RCW_1,IL_C,A,RCW,1,10hz,4,CV,51.994459367915596,0.927761721620752
IL_C_A_RCW_4,IL_C,A,RCW,4,full,4,CV,18.357593979757834,1.0301270675249021
IL_C_A_RCW_4,IL_C,A,RCW,4,10hz,4,CV,35.97481382355578,0.9065472591912317
IL_C_F_RCCW_2,IL_C,F,RCCW,2,full,4,CV,14.222564531878865,1.0470001203741144
IL_C_F_RCCW_2,IL_C,F,RCCW,2,10hz,4,CV,30.91757973002705,1.0368592602774878
IL_C_F_RCW_5,IL_C,F,RCW,5,full,4,CV,17.124487723418213,1.0586200660602496
IL_C_F_RCW_5,IL_C,F,RCW,5,10hz,4,CV,32.085757648273905,0.9281301122213935
IL_C_A_RCW_3,IL_C,A,RCW,3,full,1,CV,3.805323854665417,1.566184067106357
IL_C_A_RCW_3,IL_C,A,RCW,3,2.5hz,1,CV,25.937313899248952,1.4118196966977774
IL_C_A_RCW_3,IL_C,A,RCW,3,10hz,1,CV,7.914610232809211,1.562411033555909
IL_C_A_RCCW_4,IL_C,A,RCCW,4,full,1,CV,4.403426241705134,1.57709005063194
IL_C_A_RCCW_4,IL_C,A,RCCW,4,2.5hz,1,CV,27.358299152800562,0.7125293336443416
IL_C_A_RCCW_4,IL_C,A,RCCW,4,10hz,1,CV,8.950618846104957,1.2029582190442738
IL_C_F_RCCW_4,IL_C,F,RCCW,4,full,1,CV,4.716357487211547,1.8545946493835568
IL_C_F_RCCW_4,IL_C,F,RCCW,4,2.5hz,1,CV,29.403398483354408,1.3757987225897839
IL_C_F_RCCW_4,IL_C,F,RCCW,4,10hz,1,CV,9.496267006119645,1.4723284147054232
IL_C_F_RCCW_3,IL_C,F,RCCW,3,full,1,CV,4.497093721906519,1.808194266958198
IL_C_F_RCCW_3,IL_C,F,RCCW,3,2.5hz,1,CV,26.893732163931805,0.8551308161811092
IL_C_F_RCCW_3,IL_C,F,RCCW,3,10hz,1,CV,10.017026200079655,1.8170181111203494
IL_C_F_RCCW_1,IL_C,F,RCCW,1,full,1,CV,4.044352214595623,1.5200192739419933
IL_C_F_RCCW_1,IL_C,F,RCCW,1,2.5hz,1,CV,21.489996933246793,0.8027539253620168
IL_C_F_RCCW_1,IL_C,F,RCCW,1,10hz,1,CV,8.494057751371482,1.7443128104965413
IL_C_A_RCW_2,IL_C,A,RCW,2,full,1,CV,5.207560208531332,1.4907411844234602
IL_C_A_RCW_2,IL_C,A,RCW,2,2.5hz,1,CV,28.628621682245694,0.8196362200987047
IL_C_A_RCW_2,IL_C,A,RCW,2,10hz,1,CV,10.772805976455032,1.5021426807381963
IL_C_F_RCW_4,IL_C,F,RCW,4,full,1,CV,5.931727396881672,1.6420196578902588
IL_C_F_RCW_4,IL_C,F,RCW,4,2.5hz,1,CV,31.773712560963236,0.8481600923353461
IL_C_F_RCW_4,IL_C,F,RCW,4,10hz,1,CV,13.45210630694157,1.7345202137749014
IL_C_F_RCW_6,IL_C,F,RCW,6,full,1,CV,5.683726704919605,1.610394838876894
IL_C_F_RCW_6,IL_C,F,RCW,6,2.5hz,1,CV,29.213635658686258,0.7431122909923524
IL_C_F_RCW_6,IL_C,F,RCW,6,10hz,1,CV,11.52235271134164,1.8525884474844023
IL_C_F_RCW_2,IL_C,F,RCW,2,full,1,CV,4.4542016868707295,1.6304042508126422
IL_C_F_RCW_2,IL_C,F,RCW,2,2.5hz,1,CV,29.028501449709296,0.9460420428658071
IL_C_F_RCW_2,IL_C,F,RCW,2,10hz,1,CV,10.206437343712283,1.7762359906562832
IL_C_F_RCW_1,IL_C,F,RCW,1,full,1,CV,4.797618122283122,1.4682936660168906
IL_C_F_RCW_1,IL_C,F,RCW,1,2.5hz,1,CV,32.70033680269568,1.344978234277366
IL_C_F_RCW_1,IL_C,F,RCW,1,10hz,1,CV,10.30936989688596,1.522299900406476
IL_C_A_RCCW_2,IL_C,A,RCCW,2,full,1,CV,5.652050793911626,1.2856435105400394
IL_C_A_RCCW_2,IL_C,A,RCCW,2,2.5hz,1,CV,43.742850419528956,12.9459969338035
IL_C_A_RCCW_2,IL_C,A,RCCW,2,10hz,1,CV,12.759526771502811,1.326694900999173
IL_C_A_RCCW_3,IL_C,A,RCCW,3,full,1,CV,5.2137582218392176,1.3326996491373801
IL_C_A_RCCW_3,IL_C,A,RCCW,3,2.5hz,1,CV,20.23806133706441,0.626706370548273
IL_C_A_RCCW_3,IL_C,A,RCCW,3,10hz,1,CV,10.648224717408647,1.6235622852311975
IL_C_A_RCCW_1,IL_C,A,RCCW,1,full,1,CV,4.175040343478632,1.194734046124159
IL_C_A_RCCW_1,IL_C,A,RCCW,1,2.5hz,1,CV,34.58075098543016,1.388918905796802
IL_C_A_RCCW_1,IL_C,A,RCCW,1,10hz,1,CV,10.171713188489692,1.352729616953212
IL_C_F_RCW_7,IL_C,F,RCW,7,full,1,CV,4.680601955750755,1.4015091241570796
IL_C_F_RCW_7,IL_C,F,RCW,7,2.5hz,1,CV,26.07382429836491,0.7418450930998424
IL_C_F_RCW_7,IL_C,F,RCW,7,10hz,1,CV,9.194815347888888,2.0365290212376035
IL_C_F_RCW_3,IL_C,F,RCW,3,full,1,CV,4.305801142932536,1.370998239164175
IL_C_F_RCW_3,IL_C,F,RCW,3,2.5hz,1,CV,28.06588475661899,0.8342473863089802
IL_C_F_RCW_3,IL_C,F,RCW,3,10hz,1,CV,8.990242429521349,1.5985661317623994
IL_C_A_RCW_1,IL_C,A,RCW,1,full,1,CV,7.391597899635384,2.322978131143676
IL_C_A_RCW_1,IL_C,A,RCW,1,2.5hz,1,CV,27.206060732779203,0.6893359050408931
IL_C_A_RCW_1,IL_C,A,RCW,1,10hz,1,CV,16.336845483259065,1.2685609237798094
IL_C_A_RCW_4,IL_C,A,RCW,4,full,1,CV,5.044563765160388,1.2870632022760136
IL_C_A_RCW_4,IL_C,A,RCW,4,2.5hz,1,CV,30.25959319143675,0.8917157961692836
IL_C_A_RCW_4,IL_C,A,RCW,4,10hz,1,CV,10.485016039740904,1.5597813114368126
IL_C_F_RCCW_2,IL_C,F,RCCW,2,full,1,CV,3.773361516715064,1.9021035990289714
IL_C_F_RCCW_2,IL_C,F,RCCW,2,2.5hz,1,CV,27.830676134438065,1.244890799067967
IL_C_F_RCCW_2,IL_C,F,RCCW,2,10hz,1,CV,7.667265218477115,1.46055930769329
IL_C_F_RCW_5,IL_C,F,RCW,5,full,1,CV,4.741088090433613,1.6346022247366936
IL_C_F_RCW_5,IL_C,F,RCW,5,2.5hz,1,CV,23.929514363403776,0.708499761081965
IL_C_F_RCW_5,IL_C,F,RCW,5,10hz,1,CV,9.502495120157805,2.0585315668376745
SP_C_A_CCW_4,SP_C,A,CCW,4,full,1,CV,5.216830868904008,1.4707596904148703
SP_C_A_CCW_4,SP_C,A,CCW,4,2.5hz,1,CV,23.668530067864218,0.7266246875863808
SP_C_A_CCW_4,SP_C,A,CCW,4,10hz,1,CV,10.334672715322013,1.8227952797253741
SP_C_A_CW_4,SP_C,A,CW,4,full,1,CV,4.449706854788448,1.5141224280500176
SP_C_A_CW_4,SP_C,A,CW,4,2.5hz,1,CV,19.923976591460836,1.3216073780192648
SP_C_A_CW_4,SP_C,A,CW,4,10hz,1,CV,8.822730558674955,1.5336294904473164
SP_C_A_CCW_1,SP_C,A,CCW,1,full,1,CV,4.195480271166093,1.5856094110099077
SP_C_A_CCW_1,SP_C,A,CCW,1,2.5hz,1,CV,19.431404193662132,0.6394475488298669
SP_C_A_CCW_1,SP_C,A,CCW,1,10hz,1,CV,8.4250639389923,1.410763184019226
SP_C_F_CW_2,SP_C,F,CW,2,full,1,CV,4.0735050870747695,1.7190844761920314
SP_C_F_CW_2,SP_C,F,CW,2,2.5hz,1,CV,20.22119225257018,0.7374936903224086
SP_C_F_CW_2,SP_C,F,CW,2,10hz,1,CV,8.339823137549788,1.9603597247335907
SP_C_F_CCW_2,SP_C,F,CCW,2,full,1,CV,7.697226335955601,1.7213968598686125
SP_C_F_CCW_2,SP_C,F,CCW,2,2.5hz,1,CV,28.163203612675424,0.6039665114695792
SP_C_F_CCW_2,SP_C,F,CCW,2,10hz,1,CV,13.107472511931219,1.6806941270327695
SP_C_A_CW_2,SP_C,A,CW,2,full,1,CV,5.372898804530907,1.4880164655579537
SP_C_A_CW_2,SP_C,A,CW,2,2.5hz,1,CV,22.985679274584328,2.017770847472611
SP_C_A_CW_2,SP_C,A,CW,2,10hz,1,CV,8.925928650478268,1.3015667165733353
SP_C_F_CW_3,SP_C,F,CW,3,full,1,CV,5.121798478257169,1.515120068611216
SP_C_F_CW_3,SP_C,F,CW,3,2.5hz,1,CV,20.384389312839414,0.6692362959266738
SP_C_F_CW_3,SP_C,F,CW,3,10hz,1,CV,11.508944465889577,1.7557291330063036
SP_C_A_CW_1,SP_C,A,CW,1,full,1,CV,4.146534901876142,1.7021570596205187
SP_C_A_CW_1,SP_C,A,CW,1,2.5hz,1,CV,29.266895410953225,1.3746928903445568
SP_C_A_CW_1,SP_C,A,CW,1,10hz,1,CV,8.192943556696019,1.442807842224161
SP_C_A_CCW_2,SP_C,A,CCW,2,full,1,CV,8.04916799422759,2.061137685980682
SP_C_A_CCW_2,SP_C,A,CCW,2,2.5hz,1,CV,47.43633568760811,1.266024789765218
SP_C_A_CCW_2,SP_C,A,CCW,2,10hz,1,CV,11.422073848112143,1.2533633319392827
SP_C_A_CCW_3,SP_C,A,CCW,3,full,1,CV,4.2935083897553925,1.3578585061693669
SP_C_A_CCW_3,SP_C,A,CCW,3,2.5hz,1,CV,19.234088942714394,0.6629900313792905
SP_C_A_CCW_3,SP_C,A,CCW,3,10hz,1,CV,9.326728148221271,1.3538118185957755
SP_C_F_CCW_3,SP_C,F,CCW,3,full,1,CV,4.87606717028484,1.6088731982327447
SP_C_F_CCW_3,SP_C,F,CCW,3,2.5hz,1,CV,19.057106345513738,0.689029759964981
SP_C_F_CCW_3,SP_C,F,CCW,3,10hz,1,CV,7.817023894437042,1.4526527906557967
SP_C_A_CW_3,SP_C,A,CW,3,full,1,CV,4.146534901876142,1.7021570596205187
